budget,revenue,original_title,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0,0,The Veteran,Matthew Hope,post traumatic stress  disorder|war veteran|war in afghanistan,98,Action|Thriller,Local Films|Premiere Picture|DMK Productions|Veteran Pictures|Media Pro One,26,5.7,2011
0,15240456,African Cats,Keith Scholey|Alastair Fothergill,africa|cat|lion|lion cub|cheetah,89,Documentary|Family|Adventure,Disneynature,55,7.0,2011
125000,3200000,Your Sister's Sister,Lynn Shelton,sister sister relationship|secret|romance|cottage|relationship,90,Drama|Comedy,Ada Films,96,6.3,2011
5000000,0,Elevator,Stig Svendsen,greed|tension|racism|stranger|trapped in an elevator,84,Thriller,Quite Nice Pictures,26,4.8,2011
20000000,17425000,Monte Carlo,Thomas Bezucha,monte carlo|mistaken identity|look-alike|young woman|texan,109,Adventure|Comedy|Romance,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|DiNovi Pictures|Dune Entertainment III,359,5.9,2011
10831173,10654385,Win Win,Tom McCarthy,sport|coach|lawyer|wrestling coach,106,Drama|Comedy,Fox Searchlight Pictures|Next Wednesday Productions|Groundswell Productions|Everest Entertainment,87,6.8,2011
0,0,Swamp Shark,Griff Furst,shark attack|swamp|shark,85,Horror|Thriller,Bullet Films,10,4.9,2011
0,0,Spooky Buddies,Robert Vince,dog|buddies,88,Comedy|Family,Walt Disney Studios Home Entertainment|Key Pix Productions|Spooky Buddies Productions,13,4.4,2011
20000000,0,The Resident,Antti Jokinen,underwear|landlord|undressing|bathtub|hammer horror,91,Thriller|Mystery,Hammer Film Productions|Exclusive Media Group,79,5.6,2011
14000000,46495,Margaret,Kenneth Lonergan,new york|bus|nightmare|witness|investigation,149,Drama,Fox Searchlight Pictures|Scott Rudin Productions|Mirage Enterprises|Gilbert Films,35,5.9,2011
0,623528,Blackthorn,Mateo Gil,robbery|miner|treachery|sundance kid|native,98,Adventure|Action|Western,Quickfire Films|TelevisiÃ³n EspaÃ±ola (TVE)|Arcadia Motion Pictures|Noodles Production|Canal+ EspaÃ±a,45,6.7,2011
0,0,Killing Bono,Nick Hamm,u2|rivalry|teenage boy|long hair,114,Comedy|Drama,Generator Entertainment|Cinema Three|Greenroom Entertainment,14,5.5,2011
17000000,3696232,The Double,Michael Brandt,double agent,98,Drama|Action|Thriller|Crime|Mystery,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions,133,5.9,2011
0,0,Private Romeo,Alan Brown,cadet|kiss|uniform|gym,99,Drama|Romance,Wolfe Releasing,11,4.3,2011
500000,0,Marvel One-Shot: The Consultant,Leythum,marvel comic|tony stark|iron man|hulk|marvel cinematic universe,4,Adventure|Fantasy|Science Fiction|Action,Marvel Studios,66,6.7,2011
135000,0,The Tunnel,Carlo Ledesma,coverup|labyrinth|dark|subterranean|found footage,90,Horror|Thriller|Mystery,Distracted Media|Zapruder's Other Films|DLSHS,49,5.3,2011
930000,30905,L!fe Happens,Kat Coiro,baby|roommate|friendship|single|los angeles,100,Comedy,Stardust Pictures|Dot Dot Dot Productions,47,5.2,2011
0,144633,Terri,Azazel Jacobs,overweight child|underage drinking|urination|high school friends|pijamas,105,Comedy|Drama,Verisimilitude,20,6.7,2011
13000000,114956699,The Iron Lady,Phyllida Lloyd,capitalism|prime minister|argentina|margaret thatcher|british overseas territory,105,History|Drama,UK Film Council|Canal+|DJ Films|CinÃ©CinÃ©ma|PathÃ©,333,6.2,2011
0,0,The Day,Douglas Aarniokoski,post-apocalyptic|dystopia|survival|survival horror,85,Action|Drama|Horror|Science Fiction,Preferred Content|Faction M|Guy A. Danella Productions,48,4.6,2011
4000000,1104682,Red State,Kevin Smith,christianity|homophobia|pastor|protest|christian,88,Horror|Action|Thriller,The Harvey Boys|NVSH Productions,137,5.8,2011
500000,0,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Leythum,shield|marvel comic|marvel cinematic universe,4,Science Fiction|Fantasy,Marvel Studios,46,7.1,2011
19100000,5728213,The Devil's Double,Lee Tamahori,palace|impostor|pervertion,109,Drama|Action|Thriller|Crime|War,Corrino Media Corporation|Corsan|Staccato Films,126,6.3,2011
7000000,0,Twixt,Francis Ford Coppola,sheriff|orphanage|writer|edgar allen poe|ghost,84,Horror|Thriller,American Zoetrope,35,4.7,2011
0,122550,God Bless America,Bobcat Goldthwait,mass murder|pop culture|social commentary|killing spree|country name in title,104,Drama|Comedy,Jerkschool Productions|Darko Entertainment,180,6.8,2011
0,0,Adele - Live at the Royal Albert Hall,Paul Dugdale,concert|live concert,99,Music,Columbia Music Video,20,7.4,2011
0,17801,4:44 Last Day on Earth,Abel Ferrara,end of the world,85,Fantasy|Drama|Thriller|Science Fiction,Wild Bunch,22,4.2,2011
25000000,0,Ironclad,Jonathan English,ambush|hero|fight|castle|battlefield,121,Romance|Adventure|Action|History,Rising Star|ContentFilm|Mythic International Entertainment|Wales Creative IP Fund|Silver Reel,131,6.0,2011
4000000,253899,The Music Never Stopped,Jim Kohlberg,independent film,105,Drama,Mr. Tamborine Man|Essential Pictures,31,7.3,2011
0,12186625,Friends with Kids,Jennifer Westfeldt,relationship problems|friendship|best friend|new york city|best friends in love,100,Drama|Comedy|Romance,Locomotive,114,5.7,2011
0,664747,Forks Over Knives,Lee Fulkerson,vegetarian|food,90,Documentary,Monica Beach Media,26,6.7,2011
28000000,10126458,Shark Night,David R. Ellis,shark attack|louisiana|dirty cop|shark|aftercreditsstinger,91,Horror|Thriller,Incentive Filmed Entertainment,74,5.1,2011
0,0,Teen Spirit,Gil Junger,high school|prom queen,81,Drama|Fantasy|Comedy,EUE/Screen Gems Studios,43,5.4,2011
0,0,United,James Strong,soccer|airplane crash|manchester united|historical event|sports history,90,Drama|History,Lipsync Productions|World Productions,21,7.2,2011
3000000,672648,Hobo with a Shotgun,Jason Eisener,female nudity|prostitute|shotgun|pimp|underwear,86,Action|Comedy|Thriller,Rhombus Media|Yer Dead Productions|Telefilm Canada|Whizbang Films,84,5.8,2011
25000000,53213633,Madea's Big Happy Family,Tyler Perry,mother role|big family|family clan|duringcreditsstinger,106,Comedy|Drama,Lions Gate Films,45,6.9,2011
0,0,The Decoy Bride,Sheree Folkson,island|paparazzi|decoy|wedding|hiding,89,Drama|Comedy|Romance,Isle of Man Film,30,6.2,2011
0,0,Touchback,Don Handfield,band|american football star|inspiring story|high school american football|petition,118,Drama|Family|Fantasy,Freedom Films,12,5.2,2011
0,0,The Art of Flight,Curt Morgan,sport|snowboard,80,Adventure|Documentary,Red Bull Media House|Brain Farm Digital Cinema,60,8.5,2011
15000000,4627375,Atlas Shrugged Part I,Paul Johansson,recession|strike|coercion|business|trilogy,97,Drama|Thriller|Science Fiction|Mystery,Atlas Productions,37,4.8,2011
0,3838,The Moth Diaries,Mary Harron,vampire|school|school girl|woman director|new girl at school,85,Horror,Irish Film Board,13,5.0,2011
6000000,0,The Reunion,Michael Pavone,brother brother relationship,96,Drama|Action,WWE Studios,18,5.3,2011
15000000,0,Faces in the Crowd,Julien Magnat,detective|murder|serial killer|disorder,102,Thriller|Mystery|Crime|Drama,Voltage pictures|Minds Eye Entertainment|Aura Film Partnership|Fierce Entertainment|Forecast Pictures,79,5.7,2011
25000000,11790979,This Must Be the Place,Paolo Sorrentino,father-son relationship|michigan|new mexico|dublin|rock,118,Drama,ARP SÃ©lection|Lucky Red|Indigo Film|Medusa Film|France 2 CinÃ©ma,127,6.3,2011
0,0,Hawaiian Vacation,Gary Rydstrom,short|toy story,6,Adventure|Animation|Comedy|Family|Fantasy,Pixar Animation Studios,103,6.8,2011
0,0,Red Dog,Kriv Stenders,dancing|beach|cemetery|marriage proposal|chicken,92,Drama|Comedy|Family,Screen Australia|Endymion Films|ScreenWest|Essential Entertainment|Woss Group Film Productions,45,7.3,2011
1000000,0,51,Jason Connery,horror|coverup|ufo|alien|conspiracy,87,Science Fiction|Horror,After Dark Films,18,4.5,2011
0,0,La femme du VÃ¨me,PaweÅ‚ Pawlikowski,poetry|sex|waitress|letter|widow,85,Thriller|Mystery,Haut et Court|UK Film Council|Canal+|Backup Films|Polish Film Institute,12,4.8,2011
0,0,Little Birds,Elgin James,california|sex|runaway|based on novel|friends,94,Drama,Hunting Lane Films|Millennium Entertainment|Polsky Films|Sundial Pictures,19,5.6,2011
8000000,0,Hidden 3D,Antoine Thomas,3d,96,Horror|Thriller,Don Carmody Productions|Caramel Films|ReDark,11,3.6,2011
1000000,0,Barely Legal,Jose Montesinos,two word title|vibrator|virginity,89,Comedy,The Asylum,12,3.5,2011
0,0,The Phantom of the Opera at the Royal Albert Hall,Nick Morris|Laurence Connor,musical,202,Drama|Music|Romance,THE REALLY USEFUL THEATRE COMPANY PRODUCTION|CAMERON MACKINTOSH,15,7.6,2011
0,0,Book of Dragons,Steve Hickner,dragon,18,Fantasy|Animation|Action|Comedy,DreamWorks Animation,34,6.3,2011
0,0,Doomsday Prophecy,Jason Bourque,end of the world,89,Action|Thriller|Science Fiction,Cinetel Films|Reel One Entertainment|Doomsday Productions,23,3.7,2011
0,0,Emergo,Carles Torrens,found footage,80,Horror|Thriller,Magnet Releasing,49,4.6,2011
8000000,5634828,Albert Nobbs,Rodrigo GarcÃ­a,butler|dublin|maid,113,Drama,Chrysalis Films,68,6.1,2011
0,0,TT3D: Closer to the Edge,Richard De Aragues,street race|motorcycle|motorcycle racing|3d,104,Documentary,Isle of Man Film|CinemaNX,32,7.9,2011
17000000,0,The Big Bang,Tony Krantz,sex|strip club|boxing match|speed of light|private investigator,101,Action|Mystery|Thriller,North by Northwest Entertainment|Flame Ventures,24,5.5,2011
0,957240,Texas Killing Fields,Ami Canaan Mann,torture|series of murders|multiple murders|woman director,105,Drama|Thriller|Crime|Mystery,Forward Pass|Anchor Bay Films|Block / Hanson|Watley Entertainment|Gideon Productions,60,5.9,2011
0,5576725,In Darkness,Agnieszka Holland,refugee|nazis|thief|one word title|jewish,145,Drama|War,Studio Babelsberg|The Harold Greenberg Fund|MBB Medienboard Berlin-Brandenburg|FilmfÃ¶rderungsanstalt (FFA)|Schmidtz Katze Filmkollektiv,26,6.6,2011
0,0,Wild Bill,Dexter Fletcher,drug dealer|british|parole|ex-con,98,Drama,20ten Media|STS Media,24,6.3,2011
1000000,0,"Cougars, Inc.",K. Asher Levin,rape|drug abuse|infidelity|housewife|private school,81,Comedy|Drama,Lookout Films|StoneBrook Entertainment,10,5.5,2011
25000000,0,Cat Run,John Stockwell,prostitute|assassin|senator|politician,102,Action|Comedy|Thriller,Universal Pictures,22,6.1,2011
1000000,0,Girl Walks Into a Bar,Sebastian Gutierrez,bar|night life|independent film|los angeles|ensemble cast,80,Comedy,Shangri-La Entertainment|Gato Negro Films,18,5.9,2011
0,0,DC Showcase: Catwoman,Lauren Montgomery,dc comics|superhero|catwoman|cat burglar|showcase,15,Action|Adventure|Animation|Science Fiction,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment,25,6.4,2011
0,0,One Life,Michael Gunton|Martha Holmes,natural history|animal|nature,85,Family|Documentary,BBC Earth|BBC Earth Films,17,6.9,2011
0,0,All Things Fall Apart,Mario Van Peebles,sport|title based on poem,106,Drama,Cheetah Vision,22,5.8,2011
0,1406224,The Art of Getting By,Gavin Wiesen,philosophy|mentor|artist|painting|friendship,83,Drama|Romance,Goldcrest Films International|Atlantic Pictures|Gigi Productions,259,6.4,2011
134005,1332231,Snow Flower and the Secret Fan,Wayne Wang,fan|character name in title|duringcreditsstinger,104,History|Drama,IDG China Media,12,4.4,2011
0,0,A Christmas Kiss,John Stimpson,holiday|christmas,96,Family|TV Movie|Romance,Moody Independent|Atmospheric Pictures,21,6.2,2011
70000,0,Absentia,Mike Flanagan,pregnancy|declared dead|returned alive,92,Mystery|Horror|Thriller,Blue Dot Productions|FallBack Plan Productions,48,5.7,2011
0,0,Lady Gaga - Presents The Monster Ball Tour at Madison Square Garden,Laurieann Gibson,concert|live concert,117,Music,Home Box Office (HBO),17,7.7,2011
500000,0,Love,William Eubank,isolation|space|astronaut|space station|solitude,90,Drama|Science Fiction,Angels & Airwaves,42,5.0,2011
0,3759582,The Lady,Luc Besson,seer|massacre|political assassination|ill mother|nobel peace prize,135,Drama,Mars Distribution|Left Bank Pictures|Canal+|Backup Films|France2 CinÃ©ma,45,7.0,2011
0,0,The Entitled,Aaron Woodley,ransom|gun|forest|cell phone|jobless,91,Thriller,South Creek Pictures|Dynan Productions|Foundation Features,19,5.5,2011
8978040,0,Les bien-aimÃ©s,Christophe HonorÃ©,paris|sex|1970s|prague|shoe,139,Drama|Romance,Why Not Productions,19,6.6,2011
1000000,0,The Future,Miranda July,independent film|written by director|youtube|time freezeÂ |woman director,91,Drama|Comedy,"GNK Productions|Match Factory, The|Medienboard Berlin-Brandenburg",16,4.8,2011
0,0,Cyberbully,Charles BinamÃ©,suicide attempt|bullying|betrayal|bully|betrayal by friend,90,Drama|Family,Muse Entertainment Enterprises,126,6.5,2011
0,0,"Happiness Is a Warm Blanket, Charlie Brown",Andrew Beall|Frank Molieri,kids and family|kids,44,Animation|Comedy|Family,Warner Home Video,14,6.9,2011
0,0,Little Deaths,Sean Hogan|Andrew Parkinson|Simon Rumley,sex|tramp|sadistic sex|pet dogs,90,Horror|Thriller|Romance,Almost Midnight Productions,12,3.5,2011
0,0,L'Apollonide : Souvenirs de la Maison Close,Bertrand Bonello,eroticism|prostitution,122,Drama,Canal+|Arte France|Arte France CinÃ©ma,33,6.2,2011
10000000,0,Bucky Larson: Born to Be a Star,Tom Brady,porno star|hollywood,97,Comedy,Columbia Pictures|Happy Madison Productions,20,4.3,2011
8000000,0,Salvation Boulevard,George Ratliff,pastor|church service|spirituality|religion,96,Comedy|Thriller|Action|Drama,Mandalay Vision,12,4.9,2011
8000,469947,Weekend,Andrew Haigh,gay|great britain|one-night stand|independent film|gay romance,96,Drama|Romance,EM Media|The Bureau|Glendale Picture Company|Synchronicity Films,96,7.4,2011
0,0,Burn Notice: The Fall of Sam Axe,Jeffrey Donovan,binoculars|military police,120,Comedy|Crime|Drama|Mystery|Thriller,FoxTelecolombia|Fuse Entertainment,17,6.6,2011
500000,171760,Kill List,Ben Wheatley,wife husband relationship|hitman|murderer,95,Horror|Thriller|Crime,Rook Films|Warp X,88,5.9,2011
0,0,Zeitgeist: Moving Forward,Peter Joseph,independent film,201,Documentary,Gentle Machine Productions LLC,39,7.2,2011
0,0,Hideaways,AgnÃ¨s Merlet,woman director,90,Fantasy,FidÃ©litÃ© Productions|Octagon Films|Filmgate Films,13,6.1,2011
0,0,The Suite Life Movie,Sean McNamara,based on tv series|twins|teenager|human experiment,79,Adventure|Comedy|Drama|Family|TV Movie,Disney Channel,73,5.4,2011
13000000,98441954,Justin Bieber: Never Say Never,Jon M. Chu,manager|canada|pop singer|star|prayer,105,Documentary|Music|Family,Insurge Pictures|Magical Elves Productions|Scooter Braun Films,90,5.3,2011
600000,0,Fase 7,NicolÃ¡s Goldbart,gun|supermarket|knife|neighbor|epidemic,95,Thriller|Science Fiction|Foreign,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),12,4.7,2011
25000000,0,Bunraku,Guy Moshe,bartender|revenge|drifter|uncle nephew relationship,118,Thriller|Action|Drama,Ram Bergman Productions|Snoot Entertainment|Picturesque Films|Outpost Studios,61,5.6,2011
15000000,0,Bag of Bones,Mick Garris,rape|drowning|based on novel|lake|grave,157,Drama|Horror,Headline Pictures|Nice Guy Productions|Sennet Entertainment,26,5.5,2011
0,0,Wonders of the Universe,Chris Holt|Stephen Cooter|Michael Lachmann,star|time|light|supernova|universe,240,Documentary,BBC|Discovery Channel|Science Channel,10,6.6,2011
0,7732325,Born to Be Wild,David Lickley,zoo|rain|human being-animal relationship|forest|imax,40,Documentary,Imax Film Entertainment,13,7.2,2011
1000000,0,Fastest,Mark Neale,sport|motorcycle racing,110,Documentary,Media X International,17,7.3,2011
0,0,Evidence,Howie Askins,found footage,78,Horror,RynoRyder Productions Inc.,19,4.8,2011
0,0,Woody Allen: A Documentary,Robert B. Weide,new york|star|interview|biography|tribute,192,Documentary,Insurgent Media|Rat Entertainment|Mike's Movies|Whyaduck Productions,37,7.6,2011
0,0,La guerre est dÃ©clarÃ©e,ValÃ©rie Donzelli,woman director,100,Drama,Rectangle Productions.,41,7.1,2011
0,0,The Captains,William Shatner,space opera,97,Documentary|Science Fiction,Le Big Boss Productions|Ballinran Productions|455 Films,22,6.2,2011
4200000,0,Memorial Day,Sam Fischer	,military weapons|warbird|insurgent|army national guard|shrapnel,108,Action|Drama|Family|History|War,185 Trax|7th Sense Films,12,5.6,2011
650000,0,247Â°F,Levan Bakhia|Beqa Jguburia,sauna|heat|steam room|locked up,90,Horror|Thriller,Sarke Studio|Imedi Films|Foley Walkers Studio,22,5.4,2011
17000,101236,Bellflower,Evan Glodell,tattoo|weapon|independent film|gang|medusa,106,Action|Drama|Romance,Coatwolf Productions,24,6.7,2011
10000000,4417580,"Jeff, Who Lives at Home",Mark Duplass|Jay Duplass,slacker|basement|destiny|glue|stoner,83,Drama|Comedy,Indian Paintbrush,138,5.9,2011
0,0,The Ballad of Nessie,Stevie Wermers,scotland|character name in title|disney short|loch ness monster|rubber duck,6,Animation,Walt Disney Animation Studios,12,6.7,2011
3000000,22000,The Divide,Xavier Gens,shot in the chest|basement|septic tank|town in panic|welding,112,Science Fiction,Instinctive Film|Manitoba Film and Video Production Tax Credit|Preferred Content|Julijette|Ink Connection,86,5.6,2011
0,0,6 Days to Air: The Making of South Park,Arthur Bradford,tv show,42,Documentary,Comedy Central,15,6.6,2011
0,0,Magic Beyond Words: The JK Rowling Story,Paul A. Kaufman,biography|fictionalized biography|multiple sclerosis,87,Drama|TV Movie,Lifetime Television|Media Max Productions,23,7.2,2011
0,1126525,The Deep Blue Sea,Terence Davies,judge|self-destruction|wife|love|love affair,98,Drama|Romance,UK Film Council|Film4|Camberwell / Fly Films,49,5.5,2011
